project_name;author_date;author_name;committer_date;committer_name;dmm_unit_complexity;complexity;num_files;repository_category
12306Python;2018-01-07 00:19:56+08:00;xiaoshun;2018-01-07 00:19:56+08:00;xiaoshun;;0.0;1;100_a_500
12306Python;2018-01-07 00:21:07+08:00;xiaoshun;2018-01-07 00:21:07+08:00;xiaoshun;;0.0;1;100_a_500
12306Python;2018-01-07 16:23:47+08:00;xiaoshun;2018-01-07 16:23:47+08:00;xiaoshun;0.6666666666666666;30.0;1;100_a_500
12306Python;2018-01-07 17:00:44+08:00;xiaoshun007;2018-01-07 17:00:44+08:00;GitHub;;0.0;1;100_a_500
12306Python;2018-01-07 18:40:47+08:00;xiaoshun;2018-01-07 18:40:47+08:00;xiaoshun;0.6666666666666666;11.333333333333334;3;100_a_500
12306Python;2018-01-07 18:41:36+08:00;xiaoshun;2018-01-07 18:41:36+08:00;xiaoshun;;0.0;1;100_a_500
12306Python;2018-01-07 21:44:06+08:00;xiaoshun;2018-01-07 21:44:06+08:00;xiaoshun;;0.0;1;100_a_500
12306Python;2018-01-09 14:59:43+08:00;sanshunfeng;2018-01-09 14:59:43+08:00;sanshunfeng;0.0;11.333333333333334;3;100_a_500
12306Python;2018-01-09 15:35:39+08:00;sanshunfeng;2018-01-09 15:35:39+08:00;sanshunfeng;;0.0;3;100_a_500
12306Python;2018-01-09 15:36:44+08:00;sanshunfeng;2018-01-09 15:36:44+08:00;sanshunfeng;;0.0;1;100_a_500
12306Python;2018-01-09 16:32:21+08:00;sanshunfeng;2018-01-09 16:32:21+08:00;sanshunfeng;;34.0;1;100_a_500
12306Python;2018-01-09 17:48:23+08:00;sanshunfeng;2018-01-09 17:48:23+08:00;sanshunfeng;;0.0;1;100_a_500
12306Python;2018-01-09 18:14:38+08:00;sanshunfeng;2018-01-09 18:14:38+08:00;sanshunfeng;1.0;40.0;1;100_a_500
12306Python;2018-01-10 16:46:50+08:00;sanshunfeng;2018-01-10 16:46:50+08:00;sanshunfeng;1.0;40.0;1;100_a_500
12306Python;2018-01-10 17:04:13+08:00;sanshunfeng;2018-01-10 17:04:13+08:00;sanshunfeng;;0.0;1;100_a_500
12306Python;2018-01-10 17:06:15+08:00;xiaoshun007;2018-01-10 17:06:15+08:00;GitHub;;0.0;1;100_a_500
12306Python;2018-01-10 23:00:48+08:00;xiaoshun;2018-01-10 23:00:48+08:00;xiaoshun;;0.0;1;100_a_500
12306Python;2018-01-10 23:03:57+08:00;xiaoshun;2018-01-10 23:03:57+08:00;xiaoshun;;0.0;1;100_a_500
12306Python;2018-01-10 23:07:40+08:00;xiaoshun;2018-01-10 23:07:40+08:00;xiaoshun;;0.0;2;100_a_500
12306Python;2018-01-10 23:09:39+08:00;xiaoshun;2018-01-10 23:09:39+08:00;xiaoshun;;0.0;2;100_a_500
12306Python;2018-01-10 23:12:47+08:00;xiaoshun;2018-01-10 23:12:47+08:00;xiaoshun;;0.0;1;100_a_500
12306Python;2018-01-10 23:14:20+08:00;xiaoshun;2018-01-10 23:14:20+08:00;xiaoshun;;0.0;1;100_a_500
12306Python;2018-01-15 16:30:46+08:00;tonyyy;2018-01-15 16:30:46+08:00;tonyyy;1.0;22.0;2;100_a_500
12306Python;2018-01-16 16:02:16+08:00;tony;2018-01-16 16:02:16+08:00;GitHub;;44.0;1;100_a_500
12306Python;2018-01-16 20:45:08+08:00;xiaoshun007;2018-01-16 20:45:08+08:00;GitHub;;0.0;0;100_a_500
12306Python;2018-01-16 21:03:51+08:00;xiaoshun;2018-01-16 21:03:51+08:00;xiaoshun;;0.0;1;100_a_500
12306Python;2018-01-17 21:44:05+08:00;xiaoshun;2018-01-17 21:44:05+08:00;xiaoshun;;44.0;1;100_a_500
12306Python;2019-10-15 08:25:16+08:00;sanshunfeng;2019-10-15 08:25:16+08:00;sanshunfeng;;0.0;1;100_a_500
keep;2015-11-23 22:54:10+05:18;Himanshu Mishra;2015-11-23 22:54:10+05:18;Himanshu Mishra;;0.0;2;100_a_500
keep;2015-11-23 22:57:19+05:18;Himanshu Mishra;2015-11-23 22:57:19+05:18;Himanshu Mishra;1.0;1.0;3;100_a_500
keep;2015-11-23 23:08:58+05:18;Himanshu Mishra;2015-11-23 23:11:16+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2015-11-23 23:15:15+05:18;Himanshu Mishra;2015-11-23 23:15:15+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2015-11-23 23:35:39+05:18;Himanshu Mishra;2015-11-23 23:35:39+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2015-11-24 03:01:46+05:18;Himanshu Mishra;2015-11-24 03:01:46+05:18;Himanshu Mishra;0.0;9.0;1;100_a_500
keep;2015-11-24 21:40:05+05:18;Rameshwar Bhaskaran;2015-11-24 22:35:13+05:18;Rameshwar Bhaskaran;0.5714285714285714;11.0;1;100_a_500
keep;2015-11-25 00:22:15+05:18;Himanshu Mishra;2015-11-25 00:22:15+05:18;Himanshu Mishra;;0.0;0;100_a_500
keep;2016-06-12 17:33:40+05:18;Himanshu Mishra;2016-06-12 17:33:40+05:18;Himanshu Mishra;;11.0;1;100_a_500
keep;2016-06-12 18:25:37+05:18;Himanshu Mishra;2016-06-12 18:25:37+05:18;Himanshu Mishra;0.0;10.0;1;100_a_500
keep;2016-06-12 18:28:17+05:18;Himanshu Mishra;2016-06-12 18:28:17+05:18;Himanshu Mishra;0.0;11.0;1;100_a_500
keep;2016-06-12 18:32:46+05:18;Himanshu Mishra;2016-06-12 18:32:46+05:18;Himanshu Mishra;;5.5;2;100_a_500
keep;2016-06-12 18:59:56+05:18;Himanshu Mishra;2016-06-12 18:59:56+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2017-01-15 21:18:03+05:18;Dibya Prakash Das;2017-01-15 21:18:03+05:18;Himanshu Mishra;0.03225806451612903;20.0;1;100_a_500
keep;2017-02-22 15:01:24+05:18;Himanshu Mishra;2017-02-22 15:01:24+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2017-02-22 17:48:28+05:18;Himanshu Mishra;2017-02-22 17:48:28+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2017-02-23 11:05:33+05:18;Himanshu Mishra;2017-02-23 11:05:33+05:18;Himanshu Mishra;1.0;2.5555555555555554;9;100_a_500
keep;2017-02-23 16:41:23+05:18;Himanshu Mishra;2017-02-23 16:41:23+05:18;Himanshu Mishra;0.3181818181818182;3.7;10;100_a_500
keep;2017-02-23 16:42:48+05:18;Himanshu Mishra;2017-02-23 16:42:48+05:18;Himanshu Mishra;0.9390243902439024;0.0;1;100_a_500
keep;2017-02-23 16:49:27+05:18;Himanshu Mishra;2017-02-23 16:49:27+05:18;Himanshu Mishra;1.0;9.0;1;100_a_500
keep;2017-02-23 17:04:49+05:18;Himanshu Mishra;2017-02-23 17:04:49+05:18;Himanshu Mishra;1.0;4.333333333333333;3;100_a_500
keep;2017-02-23 17:09:36+05:18;Himanshu Mishra;2017-02-23 17:09:36+05:18;Himanshu Mishra;1.0;11.0;1;100_a_500
keep;2017-02-23 17:20:55+05:18;Himanshu Mishra;2017-02-23 17:20:55+05:18;Himanshu Mishra;1.0;5.333333333333333;3;100_a_500
keep;2017-02-23 17:33:11+05:18;Himanshu Mishra;2017-02-23 17:33:11+05:18;Himanshu Mishra;1.0;9.5;2;100_a_500
keep;2017-02-23 17:45:40+05:18;Himanshu Mishra;2017-02-23 17:45:40+05:18;Himanshu Mishra;1.0;8.0;3;100_a_500
keep;2017-02-23 17:57:50+05:18;Himanshu Mishra;2017-02-23 17:57:50+05:18;Himanshu Mishra;1.0;8.0;3;100_a_500
keep;2017-02-23 18:19:13+05:18;Himanshu Mishra;2017-02-23 18:19:13+05:18;Himanshu Mishra;0.0;9.0;1;100_a_500
keep;2017-02-23 18:27:04+05:18;Himanshu Mishra;2017-02-23 18:27:04+05:18;Himanshu Mishra;0.0;10.0;2;100_a_500
keep;2017-02-23 18:29:33+05:18;Himanshu Mishra;2017-02-23 18:29:33+05:18;Himanshu Mishra;;0.0;2;100_a_500
keep;2017-02-23 18:32:03+05:18;Himanshu Mishra;2017-02-23 18:32:03+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2017-02-23 19:11:57+05:18;Himanshu Mishra;2017-02-23 19:11:57+05:18;Himanshu Mishra;;5.5;4;100_a_500
keep;2017-02-23 19:32:19+05:18;Himanshu Mishra;2017-02-23 21:33:10+05:18;Himanshu Mishra;;7.333333333333333;3;100_a_500
keep;2017-02-23 21:40:01+05:18;Himanshu Mishra;2017-02-23 21:40:01+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2017-02-23 21:42:00+05:18;Himanshu Mishra;2017-02-23 21:42:00+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2017-02-23 22:07:34+05:18;Himanshu Mishra;2017-02-23 22:20:04+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2017-02-23 22:32:44+05:18;Himanshu Mishra;2017-02-23 22:32:44+05:18;Himanshu Mishra;;11.0;1;100_a_500
keep;2017-02-23 23:20:16+05:18;Himanshu Mishra;2017-02-23 23:30:22+05:18;Himanshu Mishra;;3.0;3;100_a_500
keep;2017-02-24 00:18:45+05:18;Himanshu Mishra;2017-02-24 00:18:45+05:18;Himanshu Mishra;;1.2;5;100_a_500
keep;2017-02-24 01:01:39+05:18;Himanshu Mishra;2017-02-24 01:02:27+05:18;Himanshu Mishra;1.0;6.0;7;100_a_500
keep;2017-02-24 01:11:58+05:18;Himanshu Mishra;2017-02-24 01:11:58+05:18;Himanshu Mishra;;4.666666666666667;3;100_a_500
keep;2017-02-24 01:15:46+05:18;Himanshu Mishra;2017-02-24 01:15:46+05:18;Himanshu Mishra;1.0;7.0;2;100_a_500
keep;2017-02-24 01:21:52+05:18;Himanshu Mishra;2017-02-24 01:32:24+05:18;Himanshu Mishra;0.0;14.0;2;100_a_500
keep;2017-02-24 05:49:42+05:18;Himanshu Mishra;2017-02-24 05:59:17+05:18;Himanshu Mishra;;0.0;2;100_a_500
keep;2017-02-24 06:01:18+05:18;Himanshu Mishra;2017-02-24 06:02:34+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2017-02-24 13:10:20+05:18;Himanshu Mishra;2017-02-24 13:10:20+05:18;GitHub;;0.0;1;100_a_500
keep;2017-02-25 17:08:33+05:18;Himanshu Mishra;2017-02-25 17:08:33+05:18;GitHub;;0.0;1;100_a_500
keep;2017-02-25 23:24:08+05:18;Himanshu Mishra;2017-02-25 23:26:57+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2017-02-25 23:43:01+05:18;Himanshu Mishra;2017-02-25 23:43:01+05:18;GitHub;;0.0;1;100_a_500
keep;2017-02-25 19:18:51-08:00;Raphael Deem;2017-02-26 08:36:51+05:18;Himanshu Mishra;1.0;28.0;1;100_a_500
keep;2017-02-25 19:19:20-08:00;Raphael Deem;2017-02-26 08:37:20+05:18;Himanshu Mishra;;28.0;1;100_a_500
keep;2017-03-04 12:53:06+02:00;paci4416;2017-03-04 16:11:06+05:18;Himanshu Mishra;0.0;17.0;2;100_a_500
keep;2017-03-11 13:40:52+02:00;yehuda g;2017-03-11 14:24:21+02:00;yehuda g;1.0;22.5;2;100_a_500
keep;2017-03-11 14:27:50+02:00;yehuda g;2017-03-11 14:27:50+02:00;yehuda g;0.0;9.0;1;100_a_500
keep;2017-03-11 16:41:05+02:00;yehuda g;2017-03-11 16:41:05+02:00;yehuda g;1.0;42.0;1;100_a_500
keep;2017-03-11 16:52:27+02:00;yehuda g;2017-03-11 16:52:27+02:00;yehuda g;0.0;9.0;1;100_a_500
keep;2017-03-11 17:00:46+02:00;yehuda g;2017-03-11 17:00:46+02:00;yehuda g;;9.0;2;100_a_500
keep;2017-03-14 20:44:26+05:18;Himanshu Mishra;2017-03-14 20:44:26+05:18;GitHub;;0.0;0;100_a_500
keep;2017-03-25 13:30:49+03:00;yehuda g;2017-03-25 13:30:49+03:00;yehuda g;0.625;30.5;2;100_a_500
keep;2017-03-25 18:47:35+03:00;yehuda g;2017-03-25 18:47:35+03:00;yehuda g;0.0;12.0;1;100_a_500
keep;2017-04-13 01:10:54+05:18;Himanshu Mishra;2017-04-13 01:10:54+05:18;GitHub;;0.0;0;100_a_500
keep;2017-04-14 22:29:21-04:00;Charles Haron;2017-04-14 22:29:21-04:00;Charles Haron;0.0;51.0;1;100_a_500
keep;2017-04-15 15:17:34+05:18;Himanshu Mishra;2017-04-15 15:17:34+05:18;GitHub;;0.0;0;100_a_500
keep;2017-04-19 00:38:06+05:18;Himanshu Mishra;2017-04-19 00:38:57+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2017-04-19 00:42:28+05:18;Himanshu Mishra;2017-04-19 00:42:28+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2017-04-19 00:45:13+05:18;Himanshu Mishra;2017-04-19 00:45:13+05:18;Himanshu Mishra;;0.0;2;100_a_500
keep;2017-04-29 18:15:12+03:00;Yehuda Garti;2017-04-29 18:15:12+03:00;Yehuda Garti;1.0;22.666666666666668;3;100_a_500
keep;2017-05-06 16:30:42+03:00;Yehuda Garti;2017-05-06 16:36:06+03:00;Yehuda Garti;0.44680851063829785;35.5;2;100_a_500
keep;2017-05-11 17:30:58+05:18;Himanshu Mishra;2017-05-11 17:30:58+05:18;GitHub;;0.0;0;100_a_500
keep;2017-05-11 17:33:00+05:18;Himanshu Mishra;2017-05-11 17:33:00+05:18;GitHub;;0.0;1;100_a_500
keep;2017-05-11 17:33:34+05:18;Himanshu Mishra;2017-05-11 17:33:34+05:18;GitHub;;0.0;1;100_a_500
keep;2017-05-27 14:30:45+03:00;Yehuda Garti;2017-05-27 14:30:45+03:00;Yehuda Garti;0.7333333333333333;38.5;2;100_a_500
keep;2017-06-16 20:01:28+03:00;Yehuda Garti;2017-06-16 20:01:28+03:00;Yehuda Garti;1.0;67.0;1;100_a_500
keep;2017-06-16 20:11:42+03:00;paci4416;2017-06-16 20:11:42+03:00;GitHub;;67.0;1;100_a_500
keep;2017-06-30 01:06:13+05:18;Himanshu Mishra;2017-06-30 01:06:13+05:18;GitHub;;0.0;0;100_a_500
keep;2017-08-04 21:55:25+03:00;Yehuda Garti;2017-08-04 21:55:25+03:00;Yehuda Garti;0.3076923076923077;35.0;2;100_a_500
keep;2017-10-06 19:02:50+05:18;Himanshu Mishra;2017-10-06 19:02:50+05:18;GitHub;;0.0;0;100_a_500
keep;2018-02-03 11:33:22+05:18;Athitya;2018-02-03 11:33:22+05:18;Athitya;1.0;36.0;2;100_a_500
keep;2018-02-03 11:38:04+05:18;Athitya;2018-02-03 11:38:04+05:18;Athitya;;72.0;1;100_a_500
keep;2018-02-08 14:51:30+05:18;Himanshu Mishra;2018-02-08 14:51:30+05:18;GitHub;;0.0;0;100_a_500
keep;2018-04-25 23:42:19+05:18;Himanshu Mishra;2018-04-25 23:42:19+05:18;Himanshu Mishra;;0.0;2;100_a_500
keep;2018-04-26 00:04:02+05:18;Himanshu Mishra;2018-04-26 00:04:02+05:18;Himanshu Mishra;1.0;36.0;2;100_a_500
keep;2018-10-02 14:47:12+05:18;Himanshu Mishra;2018-10-02 14:47:12+05:18;Himanshu Mishra;0.0;36.0;2;100_a_500
keep;2018-10-02 14:47:34+05:18;Himanshu Mishra;2018-10-02 14:47:34+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2019-01-13 10:06:28+05:18;Himanshu Mishra;2019-01-13 10:06:28+05:18;Himanshu Mishra;1.0;23.0;3;100_a_500
keep;2019-01-13 10:06:35+05:18;Himanshu Mishra;2019-01-13 10:06:35+05:18;Himanshu Mishra;0.0;0.0;3;100_a_500
keep;2019-01-13 10:11:47+05:18;Himanshu Mishra;2019-01-13 10:11:47+05:18;Himanshu Mishra;1.0;66.0;1;100_a_500
keep;2019-01-13 10:13:21+05:18;Himanshu Mishra;2019-01-13 10:13:21+05:18;GitHub;;0.0;0;100_a_500
keep;2019-01-13 11:04:42+05:18;Himanshu Mishra;2019-01-13 11:04:42+05:18;Himanshu Mishra;0.6071428571428571;10.142857142857142;7;100_a_500
keep;2019-01-13 11:15:44+05:18;Himanshu Mishra;2019-01-13 11:15:44+05:18;Himanshu Mishra;;19.0;3;100_a_500
keep;2019-01-13 12:57:35+05:18;Himanshu Mishra;2019-01-13 12:57:35+05:18;Himanshu Mishra;;57.0;1;100_a_500
keep;2019-01-13 12:58:06+05:18;Himanshu Mishra;2019-01-13 12:58:06+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2019-01-13 14:04:58+05:18;Himanshu Mishra;2019-01-13 14:04:58+05:18;Himanshu Mishra;;0.0;2;100_a_500
keep;2019-01-13 14:26:01+05:18;Himanshu Mishra;2019-01-13 14:26:01+05:18;Himanshu Mishra;0.375;25.0;3;100_a_500
keep;2019-01-13 15:46:38+05:18;Himanshu Mishra;2019-01-13 15:46:38+05:18;Himanshu Mishra;1.0;59.0;1;100_a_500
keep;2019-01-13 15:47:14+05:18;Himanshu Mishra;2019-01-13 15:47:14+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2019-04-22 21:58:54-04:00;rahuliyer95;2019-04-22 21:58:54-04:00;rahuliyer95;0.6071428571428571;19.0;4;100_a_500
keep;2019-04-22 22:07:48-04:00;rahuliyer95;2019-04-22 22:07:48-04:00;rahuliyer95;;0.0;1;100_a_500
keep;2019-04-22 22:20:06-04:00;rahuliyer95;2019-04-22 22:20:06-04:00;rahuliyer95;;0.0;1;100_a_500
keep;2019-05-22 16:52:59+05:18;Himanshu Mishra;2019-05-22 16:52:59+05:18;GitHub;;0.0;0;100_a_500
keep;2019-05-22 17:34:10+05:18;Himanshu Mishra;2019-05-22 17:34:10+05:18;Himanshu Mishra;0.8571428571428571;4.0;3;100_a_500
keep;2019-05-22 17:57:46+05:18;Himanshu Mishra;2019-05-22 17:57:46+05:18;Himanshu Mishra;0.0;2.0;3;100_a_500
keep;2019-05-22 17:58:52+05:18;Himanshu Mishra;2019-05-22 17:58:52+05:18;Himanshu Mishra;;0.0;1;100_a_500
keep;2019-08-24 23:02:02+05:18;Ahad Afzal;2019-08-24 23:02:02+05:18;GitHub;;64.0;1;100_a_500
keep;2019-08-25 15:37:17-07:00;Rahul Iyer;2019-08-25 15:37:17-07:00;GitHub;;0.0;0;100_a_500
keep;2020-01-28 21:25:27+05:18;ahadafzal;2020-01-28 21:25:27+05:18;ahadafzal;0.0;11.0;1;100_a_500
keep;2020-01-28 21:33:50+05:18;Ahad Afzal;2020-01-28 21:33:50+05:18;GitHub;;11.0;1;100_a_500
keep;2020-02-01 20:20:09+05:18;rahuliyer95;2020-02-01 20:20:09+05:18;rahuliyer95;1.0;1.25;4;100_a_500
keep;2020-02-01 21:01:35+05:18;Rahul Iyer;2020-02-01 21:01:35+05:18;GitHub;;0.0;0;100_a_500
keep;2020-02-02 22:17:25+05:18;rahuliyer95;2020-02-02 22:17:25+05:18;rahuliyer95;;0.0;1;100_a_500
keep;2020-05-01 18:13:55+03:00;Raz Luvaton;2020-05-01 18:13:55+03:00;GitHub;1.0;3.0;1;100_a_500
keep;2020-05-01 18:24:25+03:00;Raz Luvaton;2020-05-01 18:24:25+03:00;GitHub;;0.0;0;100_a_500
keep;2020-05-01 18:24:41+03:00;Raz Luvaton;2020-05-01 18:24:41+03:00;GitHub;;0.0;0;100_a_500
keep;2020-05-01 18:32:08+03:00;Raz Luvaton;2020-05-01 18:32:08+03:00;GitHub;;3.0;1;100_a_500
keep;2020-05-02 17:33:15+09:00;Himanshu Mishra;2020-05-02 17:33:15+09:00;GitHub;;0.0;0;100_a_500
keep;2020-05-02 17:35:42+09:00;Himanshu Mishra;2020-05-02 17:35:42+09:00;Himanshu Mishra;;0.0;1;100_a_500
keep;2020-05-02 17:39:22+09:00;Himanshu Mishra;2020-05-02 17:39:22+09:00;Himanshu Mishra;;0.0;1;100_a_500
keep;2020-06-28 01:57:55+05:18;Afzal Khan;2020-06-28 01:57:55+05:18;GitHub;;0.0;0;100_a_500
keep;2020-06-28 02:22:37+05:18;a.khan-at-456758482806;2020-06-28 02:22:37+05:18;a.khan-at-456758482806;0.0;7.0;1;100_a_500
keep;2020-06-28 02:28:40+05:18;a.khan-at-456758482806;2020-06-28 02:28:40+05:18;a.khan-at-456758482806;;7.0;1;100_a_500
keep;2020-06-28 02:30:08+05:18;a.khan-at-456758482806;2020-06-28 02:30:08+05:18;a.khan-at-456758482806;0.0;7.0;1;100_a_500
keep;2020-06-28 02:30:39+05:18;a.khan-at-456758482806;2020-06-28 02:30:39+05:18;a.khan-at-456758482806;;7.0;1;100_a_500
keep;2020-06-28 02:33:02+05:18;a.khan-at-456758482806;2020-06-28 02:33:02+05:18;a.khan-at-456758482806;;7.0;1;100_a_500
keep;2020-07-09 22:59:05+09:00;Himanshu Mishra;2020-07-09 22:59:05+09:00;GitHub;;0.0;0;100_a_500
keep;2020-07-09 23:07:46+09:00;Himanshu Mishra;2020-07-09 23:07:46+09:00;Himanshu Mishra;0.0;35.0;2;100_a_500
keep;2020-07-09 23:13:36+09:00;Himanshu Mishra;2020-07-09 23:13:36+09:00;Himanshu Mishra;;0.0;2;100_a_500
keep;2020-07-09 23:26:45+09:00;Himanshu Mishra;2020-07-09 23:26:45+09:00;Himanshu Mishra;;0.0;2;100_a_500
keep;2020-07-10 17:53:20+09:00;Himanshu Mishra;2020-07-10 17:53:20+09:00;Himanshu Mishra;;0.0;2;100_a_500
keep;2020-07-11 11:30:04-07:00;Rahul Iyer;2020-07-11 11:30:04-07:00;Rahul Iyer;;0.0;0;100_a_500
keep;2020-07-12 13:43:43+09:00;Himanshu Mishra;2020-07-12 13:43:43+09:00;GitHub;;0.0;0;100_a_500
keep;2020-08-22 11:46:39+05:18;Prakhar Gurunani;2020-08-22 11:46:39+05:18;GitHub;;0.0;1;100_a_500
keep;2020-08-22 22:15:19+05:18;Prakhar Gurunani;2020-08-22 22:15:19+05:18;GitHub;;0.0;1;100_a_500
keep;2020-08-22 22:12:31+02:00;Himanshu Mishra;2020-08-22 22:12:31+02:00;GitHub;;0.0;1;100_a_500
keep;2020-08-22 22:12:51+02:00;Himanshu Mishra;2020-08-22 22:12:51+02:00;GitHub;;0.0;0;100_a_500
keep;2020-09-30 17:32:00+03:00;Alexandr K;2020-09-30 17:32:00+03:00;Alexandr K;0.0;6.0;2;100_a_500
keep;2020-10-30 10:52:51+01:00;Himanshu Mishra;2020-10-30 10:52:51+01:00;GitHub;;0.0;0;100_a_500
keep;2020-10-30 10:53:29+01:00;Himanshu Mishra;2020-10-30 10:53:29+01:00;Himanshu Mishra;;0.0;1;100_a_500
keep;2020-10-30 10:55:09+01:00;Himanshu Mishra;2020-10-30 10:55:09+01:00;Himanshu Mishra;;0.0;1;100_a_500
keep;2020-10-30 11:00:46+01:00;Himanshu Mishra;2020-10-30 11:00:46+01:00;Himanshu Mishra;;0.0;1;100_a_500
keep;2021-02-18 19:17:53-08:00;Rahul Iyer;2021-02-18 19:17:53-08:00;Rahul Iyer;1.0;38.0;2;100_a_500
keep;2021-02-18 19:28:39-08:00;Rahul Iyer;2021-02-18 19:28:39-08:00;Rahul Iyer;;64.0;1;100_a_500
keep;2021-02-19 10:29:52-08:00;Rahul Iyer;2021-02-19 10:29:52-08:00;GitHub;;0.0;0;100_a_500
keep;2021-02-19 19:50:49+01:00;Himanshu Mishra;2021-02-19 19:50:49+01:00;Himanshu Mishra;;0.0;1;100_a_500
keep;2021-05-17 12:29:35+01:00;nfsergiu;2021-05-17 12:29:35+01:00;GitHub;;0.0;1;100_a_500
keep;2021-05-17 13:33:22+02:00;Himanshu Mishra;2021-05-17 13:33:22+02:00;GitHub;;0.0;0;100_a_500
keep;2021-10-28 22:07:06-04:00;rushic24;2021-10-28 22:07:06-04:00;rushic24;0.0;66.0;1;100_a_500
keep;2021-10-28 22:16:39-04:00;Rushi Chaudhari;2021-10-28 22:16:39-04:00;GitHub;;66.0;1;100_a_500
keep;2021-11-19 13:34:58+05:18;Himanshu Mishra;2021-11-19 13:34:58+05:18;GitHub;;0.0;0;100_a_500
keep;2021-11-21 12:36:10+01:00;cb;2021-11-21 12:36:10+01:00;cb;;0.0;1;100_a_500
keep;2021-11-22 12:34:50+05:18;Himanshu Mishra;2021-11-22 12:34:50+05:18;GitHub;;0.0;0;100_a_500
keep;2022-05-28 18:30:16+03:00;Muhammed İkinci;2022-05-28 18:30:16+03:00;Muhammed İkinci;;0.0;2;100_a_500
keep;2022-05-28 19:14:02-07:00;Rahul Iyer;2022-05-28 19:14:02-07:00;GitHub;;0.0;0;100_a_500
